,X,location,Weeks,CFR,TotalCasepm,NewCases,Age65Older,PopulationDensity,TotalTestpt,GDP,Vaccinationph,SI,GHSI,WGI,ï..iso_code,continent,Obesity_rate,Vaccinationph2,Count
16356,16409,Poland,85,0.02610313,72360.48,158.4286,16.763,124.027,507.83,27216.44,87.888,36.92714,55.4,0.72,POL,Europe,23.1,87.888,0
3254,3306,Cambodia,85,0.01907942,4881.322,535.7143,4.412,90.672,NA,3645.07,83.34429,81.35143,39.2,-1.22, , ,3.9,83.34429,0
17387,17395,Saudi Arabia,85,0.01562897,14589.96,731.5714,3.295,15.322,720.9711,49045.41,82.25429,52.69143,49.3,-1.64,SAU,Asia,35.4,82.25429,0
18296,18331,Slovenia,85,0.01703599,122716,142,19.062,102.619,662.5046,31400.84,82.14143,38.92857,67.2,0.99,SVN,Europe,20.2,82.14143,0
17689,17640,Serbia,85,0.009835359,105644.2,664.1429,17.366,80.291,690.9201,14048.88,81.27286,36.11,52.3,NA,SRB,Europe,21.5,81.27286,0
687,631,Argentina,85,0.02143854,110328,11038.29,11.198,16.177,452.7487,18933.91,79.02714,74.55,58.6,0.57,ARG,South America,28.3,79.02714,0
18141,18093,Slovakia,85,0.0161413,137680.8,74.42857,15.07,113.128,7478.767,30155.15,79.01,45.21571,47.9,0.88,SVK,Europe,20.5,79.01,0
5817,5827,Ecuador,85,0.06464185,27326.51,521.5714,7.104,66.939,91.093,10581.94,78.69,60.19,50.1,0.03,ECU,South America,19.9,78.69,0
4914,4945,Croatia,85,0.02266287,90566.4,210.2857,19.724,73.726,579.1754,22669.8,77.62286,31.70286,53.3,0.5,HRV,Europe,24.4,77.62286,0
6118,6087,El Salvador,85,0.030649,13986.21,375.8571,8.273,307.811,NA,7292.458,75.9,32.41,44.2,0.04,SLV,North America,24.6,75.9,0
12443,12429,Malaysia,85,0.00846664,37188.51,19633.86,6.293,96.254,679.8957,26808.16,73.75571,82.32143,62.2,-0.08,MYS,Asia,15.6,73.75571,0
11254,11216,Latvia,85,0.01835635,75341.09,81.85714,19.754,31.212,1675.542,25063.85,73.47143,41.67,62.9,0.81,LVA,Europe,23.6,73.47143,0
2653,2677,Brazil,85,0.02794244,93670.39,31718.43,8.552,25.04,260.057,14103.45,71.34429,51.39,59.7,0.39,BRA,South America,22.1,71.34429,0
4614,4540,Costa Rica,85,0.01227698,80848.89,1650.571,9.468,96.079,295.2066,15525,70.33,54.63,45.1,1.14,CRI,North America,25.7,70.33,0
13499,13512,Morocco,85,0.01489769,18528.44,9567.143,6.769,80.08,196.6757,7485.013,69.87,59.26,43.7,-0.66,MAR,Africa,26.1,69.87,0
15603,15651,Panama,85,0.01561204,100260.3,844.8571,7.918,55.133,791.427,22267.04,63.47,67.59,43.7,0.58,PAN,North America,22.7,63.47,0
19212,19162,Sri Lanka,85,0.01551472,15132.11,3329.143,10.069,341.955,222.3476,11669.08,61.9,80.68714,33.9,0.01,LKA,Asia,5.2,61.9,0
4315,4331,Colombia,85,0.02530678,93264.64,5322.857,7.646,44.223,445.6804,13254.95,58.705,46.3,44.2,0.19,COL,South America,22.3,58.705,0
15152,15225,Oman,85,0.01316598,65245.1,242,2.355,14.98,NA,37960.71,58.05,50,43.1,-1.03,OMN,Asia,27,58.05,0
13046,13033,Mexico,85,0.08231074,23304.3,17071.71,6.857,66.444,68.19743,17336.47,56.19167,67.13,57.6,-0.01,MEX,North America,28.9,56.19167,0
10805,10792,Kuwait,85,0.005871386,94482.7,558.2857,2.345,232.128,826.5543,65530.54,NA,60.28,46.1,-0.59,KWT,Asia,37.9,55.65,0
18755,18815,South Korea,85,0.01000056,4103.61,1784.286,13.914,527.967,412.7191,35938.37,54.46571,50.66429,70.2,-2.2,KOR,Asia,4.7,54.46571,0
998,985,Australia,85,0.02564095,1401.661,336.8571,15.504,3.202,1023.994,44648.71,52.91714,68.06,75.5,1.43,AUS,Oceania,20.1,52.91714,0
1300,1303,Azerbaijan,85,0.0143907,33989.57,1454.286,6.018,119.309,398.8216,15847.42,52.26333,58.7,34.2,-1.5,AZE,Asia,19.9,52.26333,0
10503,10492,Kazakhstan,85,0.01440892,36347.01,8017.286,6.991,6.681,NA,24055.59,51.88857,57.01,40.7,-1.17,KAZ,Asia,21,51.88857,0
10354,10343,Jordan,85,0.01302863,68872.65,710.8571,3.81,109.285,774.8465,8337.49,49.99333,57.41,42.1,-0.7,JOR,Asia,35.5,49.99333,0
16932,16896,Romania,85,0.03162882,55187.07,250.8571,17.85,85.129,531.108,23313.2,48.38,44.16429,45.8,0.46,ROU,Europe,22.5,48.38,0
17087,17149,Russia,85,0.02548005,43962.09,21701.71,14.178,8.823,1163.913,24765.95,45.76143,45.70286,44.3,-1.06,RUS,Europe,23.1,45.76143,0
16051,15990,Peru,85,0.09268747,62406.83,1349.714,7.151,25.129,469.6351,12236.71,45.19429,69.71,49.2,0.23,PER,South America,19.47,45.19429,0
15901,15937,Paraguay,85,0.03359373,67119.76,324.2857,6.378,17.144,255.029,8827.01,45.08714,49.07,35.7,0.05,PRY,South America,20.3,45.08714,0
229,260,Albania,85,0.01836369,47111.65,168.1429,13.188,104.871,312.0767,11803.43,44.31,37.96,52.9,0.21,ALB,Europe,21.7,44.31,0
14401,14431,New Zealand,85,0.009676787,558.0347,4.714286,15.322,18.206,492.308,36085.84,42.90143,22.22,54,1.62,NZL,Oceania,30.8,42.90143,0
20869,20904,Trinidad and Tobago,85,0.02820346,26248.68,220.5714,10.014,266.886,183.2939,28763.07,42.19857,87.65143,36.6,0.57,TTO,North America,18.6,42.19857,0
2205,2225,Bolivia,85,0.0376307,39104.43,590.2857,6.704,10.202,177.2161,6885.829,38.99429,56.48,35.8,-0.04,BOL,South America,20.2,38.99429,0
19972,20004,Taiwan,85,0.05107792,660.5353,10.28571,NA,NA,93.97314,NA,38.45833,57.27429,NA,0.98,TWN,Asia,NA,38.45833,0
11406,11351,Lebanon,85,0.01389882,104095.6,1522,8.514,594.561,NA,13367.57,38.26857,65.27143,43.1,-0.5,LBN,Asia,32,38.26857,0
8986,8911,India,85,0.01339697,22556.87,37941.71,5.989,450.419,341.0031,6426.674,35.97571,74.54,46.5,0.38,IND,Asia,3.9,35.97571,0
13196,13156,Moldova,85,0.02409945,79649.9,176,10.864,123.655,NA,5189.972,33.3,54.63,42.9,-0.11,MDA,Europe,18.9,33.3,0
20570,20632,Timor,85,0.002363403,8603.713,103.5714,3.556,87.176,123.305,6570.102,33.08,63.15857,26,0.34, , ,3.8,33.08,0
2803,2776,Bulgaria,85,0.04263593,63175.97,568.2857,20.801,65.18,543.6095,18563.31,30.95,23.15,45.6,0.32,BGR,Europe,25,30.95,0
22230,22264,Uzbekistan,85,0.006797651,3944.862,912,4.469,76.134,NA,6253.104,29.195,71.3,34.3,-1.62,UZB,Asia,16.6,29.195,0
20422,20413,Thailand,85,0.008225109,10540.51,20657.71,11.373,135.132,154.4634,16277.67,29.13857,72.22,73.2,-1.01,THA,Asia,10,29.13857,0
11100,11145,Laos,85,0.000913464,1101.519,265.1429,4.029,29.715,17.26829,6397.36,NA,53.7,43.1,-1.74, , ,5.3,27.24,0
21019,20971,Tunisia,85,0.0342711,49377,2001,8.001,74.228,190.606,10849.3,27.055,79.63,33.7,0.21,TUN,Africa,26.9,27.055,0
9137,9123,Indonesia,85,0.02926626,13293.61,30982.71,5.319,145.725,69.14857,11188.74,26.90429,71.52,56.6,0.18,IDN,Asia,6.9,26.90429,0
1753,1727,Belarus,85,0.007786693,47573.4,992.1429,14.799,46.858,774.5278,17167.97,26.66,43.52,35.3,-1.35,BLR,Europe,24.5,26.66,0
2355,2335,Bosnia and Herzegovina,85,0.04699003,63786.86,100.8571,16.569,68.496,332.4856,11713.9,25.725,35.19,42.8,-0.24,BIH,Europe,17.9,25.725,0
14099,14086,Nepal,85,0.01409626,23418.58,2603.429,5.809,204.43,134.6717,2442.804,22.79714,64.81,20.8,-0.13, , ,4.1,22.79714,0
16206,16170,Philippines,85,0.01747169,14348.05,9745.143,4.803,351.873,142.9427,7599.188,21.44,77.57,47.6,0.04,PHL,Asia,6.4,21.44,0
15453,15404,Palestine,85,0.01136212,60558.42,147.2857,3.043,778.202,NA,4449.898,19.71429,87.04,21.9,NA,PSE,Asia,NA,19.71429,0
8681,8720,Honduras,85,0.02654236,29428.26,1257.857,4.652,82.805,NA,4541.795,NA,78.7,27.6,-0.51,HND,North America,21.4,19.45,0
6267,6247,Equatorial Guinea,85,0.01375137,5340.311,3.285714,2.846,45.194,110.3427,22604.87,18.76,NA,16.2,-1.86,GNQ,Africa,8,18.76,0
9289,9363,Iran,85,0.02259687,47023.49,37447.57,5.44,49.831,300.986,19082.62,18.31,68.06,37.7,-1.32,IRN,Asia,25.8,18.31,0
22976,23036,Zimbabwe,85,0.03333548,7127.005,632.5714,2.822,42.729,63.58729,1899.775,17.82667,73.15,38.2,-1.13,ZWE,Africa,15.5,17.82667,0
7479,7428,Georgia,85,0.01360814,119668.7,4042.143,14.864,65.032,1457.826,9745.079,17.27714,25,52,0.25,GEO,Asia,21.7,17.27714,0
20114,20150,Tajikistan,85,0.007680992,1612.771,71.14286,3.466,64.281,NA,2896.913,16.79,35.19,32.3,-1.69, , ,14.2,16.79,0
21466,21529,Ukraine,85,0.02383246,59041.87,1453.143,16.462,77.39,264.9613,7894.393,16.62429,53.53,38,-0.01,UKR,Europe,24.1,16.62429,0
15303,15269,Pakistan,85,0.02233576,4544.467,4519.143,4.495,255.573,71.1945,5034.708,16.125,70.24857,35.5,-0.8,PAK,Asia,8.6,16.125,0
8088,8030,Guatemala,85,0.02755305,21868.44,3077.714,4.694,157.834,111.2699,7423.808,15.13667,52.78,32.7,-0.34,GTM,North America,21.2,15.13667,0
2502,2464,Botswana,85,0.01394784,47936.36,2221.571,3.941,4.044,596.015,15807.37,14.595,56.34571,31.1,0.47,BWA,Africa,18.9,14.595,0
18599,18590,South Africa,85,0.02957291,42234.25,10033,5.344,46.754,256.6371,12294.88,14.24333,51.85,54.8,0.66,ZAF,Africa,28.3,14.24333,0
22379,22317,Venezuela,85,0.0118455,11039.53,751.7143,6.614,36.253,NA,16745.02,NA,82.93857,23,-1.41,VEN,South America,25.6,14.13,0
10048,10094,Jamaica,85,0.02238833,19388.41,307.2857,9.684,266.879,180.2539,8193.571,13.08,66.67,29,0.62,JAM,North America,24.7,13.08,0
10953,10940,Kyrgyzstan,85,0.01419546,25467.69,588.1429,4.489,32.333,NA,3393.474,11.05714,57.41,49.3,-0.37,KGZ,Asia,16.6,11.05714,0
11844,11914,Libya,85,0.01390848,39355.64,1928.857,4.424,3.623,NA,17881.51,11.02,60.05286,25.7,-1.52,LBY,Africa,32.5,11.02,0
1602,1620,Bangladesh,85,0.01671953,7913.87,10976,5.098,1265.036,47.97571,3523.984,10.19,79.76286,35,-0.73,BGD,Asia,3.6,10.19,0
22535,22567,Vietnam,85,0.01637447,2186.846,8541,7.15,308.127,NA,6171.884,9.94,79.17,49.1,-1.45, , ,2.1,9.94,0
13943,13931,Namibia,85,0.02633016,47129.95,231.2857,3.552,3.078,247.7546,9541.808,9.001667,48.15,35.6,0.49, , ,17.2,9.001667,0
17538,17598,Senegal,85,0.02209044,3888.457,628.2857,3.008,82.328,40.61386,2470.58,7.85,19.44,37.9,0.24,SEN,Africa,8.8,7.85,0
842,782,Armenia,85,0.02002172,83487.11,286.8571,11.232,102.931,500.596,8787.58,7.01,NA,50.2,-0.11,ARM,Asia,20.2,7.01,0
8237,8247,Guinea,85,0.0094989,1935.269,160.4286,3.135,51.755,NA,1998.926,6.728,62.68714,32.7,-0.75,GIN,Africa,7.7,6.728,0
13794,13783,Myanmar,85,0.03559048,6091.099,3740.286,5.732,81.721,60.66433,5591.597,NA,66.2,43.4,-0.89,MMR,Asia,5.8,6.46,0
14549,14539,Nicaragua,85,0.02472776,1141.744,43.28571,5.445,51.667,NA,5321.444,NA,2.78,43.1,-1.08,NIC,North America,23.7,5.98,0
20720,20753,Togo,85,0.009441315,1899.908,143.8571,2.839,143.366,48.467,1429.813,NA,50.93,32.5,-0.74,TGO,Africa,8.4,5.37,0
5970,5973,Egypt,85,0.05821491,2565.325,70.57143,5.159,97.999,NA,10550.21,5.135,43.52,39.9,-1.28,EGY,Africa,32,5.135,0
12739,12728,Mauritania,85,0.0214258,5946.577,300.2857,3.138,4.289,NA,3597.633,4.865,36.11,27.5,-0.85,MRT,Africa,12.7,4.865,0
528,520,Angola,85,0.02401431,1226.884,120,2.405,23.89,NA,5819.495,4.76,56.94,25.2,-0.92,AGO,Africa,8.2,4.76,0
9441,9429,Iraq,85,0.01120977,38507.29,9692.714,3.186,88.125,309.0412,15663.99,4.73,75.93,25.8,-0.99,IRQ,Asia,30.4,4.73,0
17236,17174,Rwanda,85,0.01169893,5525.011,606.2857,2.974,494.869,159.9933,1854.211,NA,54.63,34.2,-1.13, , ,5.8,4.695,0
5515,5481,Djibouti,85,0.01337727,10404.21,2,4.213,41.285,NA,2705.406,4.51,43.52,23.2,-1.35,DJI,Africa,13.5,4.51,0
7180,7172,Gabon,85,0.0064768,10663.71,12.71429,4.45,7.859,429.184,16562.41,4.51,67.59,20,-0.95,GAB,Africa,15,4.51,0
13647,13704,Mozambique,85,0.01212647,4016.095,1157.571,3.158,37.728,24.208,1136.103,4.2,48.15,28.1,-0.47, , ,7.2,4.2,0
4763,4717,Cote d'Ivoire,85,0.006662292,1822.093,154.5714,2.933,76.399,29.56529,3601.006,4.065714,20.37,35.5,-0.22,CIV,Africa,10.3,4.065714,0
7784,7777,Ghana,85,0.008074993,3216.684,424.1429,3.385,126.719,45.78186,4227.63,NA,42.59,35.5,0.58,GHA,Africa,10.9,3.8,0
10653,10641,Kenya,85,0.01958247,3921.285,1291.286,2.686,87.324,NA,2993.028,3.343333,52.78,47.1,-0.36,KEN,Africa,7.1,3.343333,0
4464,4515,Congo,85,0.01346733,2219.103,11,3.402,15.405,NA,4881.406,NA,49.73571,23.6,-1.18,COG,Africa,9.6,3.33,0
11546,11534,Lesotho,85,0.02793049,5944.26,34.57143,4.506,73.562,NA,2851.153,NA,60.19,30.2,0.08, , ,16.6,3.16,0
12287,12277,Malawi,85,0.03265162,2738.873,396.2857,2.979,197.519,NA,1095.042,3.106667,42.59,28,-0.06,MWI,Africa,5.8,3.106667,0
78,70,Afghanistan,85,0.04598763,3657.332,336.8571,2.581,54.422,NA,1803.987,NA,52.31,32.3,-0.99,AFG,Asia,5.5,2.85,0
22828,22888,Zambia,85,0.0174061,9988.846,507.2857,2.48,22.995,109.929,3689.251,2.453333,50.93,28.7,-0.32,ZMB,Africa,NA,2.453333,0
21316,21268,Uganda,85,0.02920051,2023.371,189.7143,2.168,213.759,32.8294,1697.707,2.44,75.93,44.3,-0.67, , ,5.3,2.44,0
6720,6670,Ethiopia,85,0.01557532,2303.649,639.2857,3.526,104.957,25.51657,1729.927,1.846667,43.52,40.6,-1.16,ETH,Africa,4.5,1.846667,0
14848,14848,Nigeria,85,0.01227976,815.1151,556.7143,2.751,209.588,12.133,5338.454,1.82,52.77714,37.8,-0.41,NGA,Africa,8.9,1.82,0
19361,19413,Sudan,85,0.07452629,794.6681,55.71429,3.548,23.258,NA,4466.507,1.765,13.89,26.2,-1.84,SDN,Africa,8.6,1.765,0
3709,3680,Central African Republic,85,0.01228996,1488.835,577.7143,3.655,7.479,NA,661.24,NA,24.07,27.3,-1.19, , ,7.5,1.7,0
14697,14629,Niger,85,0.03446474,216.995,6.857143,2.553,16.955,NA,926,1.62,19.44,32.2,-0.58,NER,Africa,5.5,1.62,0
7328,7322,Gambia,85,0.02808928,3185.625,75.42857,2.339,207.566,35.46333,1561.767,NA,29.49571,34.2,-0.2,GMB,Africa,10.3,1.61,0
19815,19808,Syria,85,0.07360787,1179.809,17.28571,NA,NA,NA,NA,1.6,26.32571,19.9,-1.96,SYR,Asia,NA,1.6,0
18445,18437,Somalia,85,0.05356249,902.6766,63.57143,2.731,23.5,NA,NA,NA,35.19,16.6,-1.83,SOM,Africa,8.3,1.59,0
11694,11683,Liberia,85,0.04028967,1030.421,3.285714,3.057,49.127,NA,752.788,NA,46.3,35.1,-0.04,LBR,Africa,9.9,1.5,0
8384,8418,Guinea-Bissau,85,0.01666427,2271.922,38.85714,3.002,66.191,NA,1548.675,1.45,NA,20,-0.67, , ,9.5,1.45,0
3404,3396,Cameroon,85,0.01625155,2941.826,55.71429,3.165,50.885,NA,3364.926,1.32,30.02857,34.4,-1.1,CMR,Africa,11.4,1.32,0
12590,12593,Mali,85,0.0364726,648.0217,8.142857,2.519,15.196,NA,2014.306,1.15,33.6,29,-0.31,MLI,Africa,8.6,1.15,0
17835,17868,Sierra Leone,85,0.01909715,733.6481,4,2.538,104.7,NA,1390.3,NA,56.48,38.2,-0.18,SLE,Africa,8.7,1.13,0
15751,15797,Papua New Guinea,85,0.01080177,1752.491,0.8571429,3.808,18.22,NA,3823.194,NA,49.07,27.8,0.04, , ,21.3,0.99,0
22680,22740,Yemen,85,0.1936832,212.5226,16.71429,2.922,53.508,NA,1479.147,NA,37.96,18.5,-1.75, , ,17.1,0.92,0
12140,12098,Madagascar,85,0.02213305,1443.396,15.14286,2.929,43.951,8.01575,1416.44,NA,50,40.1,-0.31, , ,5.3,0.665,0
2056,2019,Benin,85,0.0126893,654.4346,65.28571,3.244,99.11,NA,2064.236,NA,38.89,28.8,0.27,BEN,Africa,9.6,0.53,0
18901,18934,South Sudan,85,0.0107982,1018.31,8.571429,3.441,NA,NA,1569.888,NA,25,21.7,-1.98, , ,8.6,0.52,0
3857,3834,Chad,85,0.03494979,280.9053,1,2.486,11.833,NA,1768.153,0.2,25,28.8,-1.45, , ,6.1,0.2,0
380,403,Algeria,85,0.02509851,4036.831,1066.714,6.211,17.348,NA,13913.84,NA,49.07,23.6,-0.98,DZA,Africa,27.4,0.17,0
2952,2946,Burkina Faso,85,0.01242131,600.5683,4.714286,2.409,70.151,NA,1703.102,0.17,17.46,30.1,-0.04,BFA,Africa,5.6,0.17,0
20263,20255,Tanzania,85,0.02519968,17.05386,50,3.108,64.699,NA,2683.304,0.16,14.28714,36.4,-0.36,TZA,Africa,8.4,0.16,0
8532,8468,Haiti,85,0.02806395,1773.845,27,4.8,398.448,NA,1653.173,0.136,53.7,31.5,-0.75,HTI,North America,22.7,0.136,0
5212,5229,Democratic Republic of Congo,85,0.02023198,522.9231,234.1429,3.02,35.879,NA,808.133,0.09,37.96,26.5,-1.51,COD,Africa,6.7,0.09,0
3098,3146,Burundi,85,0.004542731,651.168,236.7143,2.562,423.062,NA,702.225,NA,15.74,22.8,-1.65,BDI,Africa,5.4,0,0
6415,6363,Eritrea,85,0.00536112,1786.547,3.571429,3.607,44.304,NA,1510.459,NA,NA,22.4,-2.18, , ,5,0,0
16658,16677,Puerto Rico,85,NA,NA,NA,15.168,376.232,397.5526,35044.67,NA,NA,NA,0.49,PRI,North America,NA,0,0
21622,21573,United Arab Emirates,86,0.002850641,74323.43,1169,1.144,112.442,7457.867,67293.48,184.1883,59.17,46.7,-1.11,ARE,Asia,31.7,184.1883,1
1453,1401,Bahrain,86,0.005109079,184018.2,115.1429,2.372,1935.907,3869.382,43290.71,164.6057,45.63143,39.4,-1.41,BHR,Asia,29.8,164.6057,1
16782,16711,Qatar,86,0.00262198,85048.56,224.1429,1.307,227.322,386.1267,116935.6,152.8233,47.75571,41.2,-1.2,QAT,Asia,35.1,152.8233,1
17992,17984,Singapore,86,0.000669234,11738.82,54.42857,12.922,7915.731,NA,85535.38,151.0729,44.37857,58.7,-0.06,SGP,Asia,6.1,151.0729,1
22082,22115,Uruguay,86,0.01566113,111986.1,110.2857,14.655,19.751,934.9059,20551.41,148.4343,55.56,41.3,1.21,URY,South America,27.9,148.4343,1
4010,4016,Chile,86,0.02232427,83093.5,766.2857,11.087,24.282,985.8743,22767.04,138.6586,58.49143,58.3,1.05,CHL,South America,28,138.6586,1
5368,5431,Denmark,86,0.00773644,56243.19,989.7143,19.677,136.52,6627.625,46682.51,135.3014,38.54429,70.4,1.61,DNK,Europe,19.7,135.3014,1
1908,1958,Belgium,86,0.02194395,98886.9,1947.143,18.571,375.564,1555.401,42658.58,135.2586,47.22,61,1.4,BEL,Europe,22.1,135.2586,1
3561,3480,Canada,86,0.01832112,37914.69,2155.429,16.984,4.037,1032.169,44017.59,134.7086,60.94,75.3,1.52,CAN,North America,29.4,134.7086,1
16508,16458,Portugal,86,0.01751281,97635.17,2332.857,21.502,112.371,1575.904,27936.9,134.7,56.56571,60.3,1.2,PRT,Europe,20.8,134.7,1
4166,4085,China,86,0.04605266,73.67143,72,10.641,147.674,NA,15308.71,130.8086,70.83,48.2,-1.45,CHN,Asia,6.2,130.8086,1
21777,21809,United Kingdom,86,0.02520289,92841.81,29869.57,18.517,272.898,3653.116,39753.24,130.3971,43.98,77.9,1.38,GBR,Europe,27.8,130.3971,1
9745,9732,Israel,86,0.007069693,99705.99,6279.429,11.733,402.606,2174.565,33132.32,130.38,49.13857,47.3,0.65,ISR,Asia,26.1,130.38,1
9593,9538,Ireland,86,0.01560288,64582.89,1740.571,13.928,69.874,1290.821,67335.29,130.1514,39.90714,59,1.32,IRL,Europe,25.3,130.1514,1
19057,19092,Spain,86,0.01753933,98996.39,12155,19.436,93.105,1156.019,34272.36,129.908,47.69,65.9,1.06,ESP,Europe,23.8,129.908,1
9900,9886,Italy,86,0.02893381,75193.51,6229,23.021,205.859,1359.973,35220.08,125.6743,54.09286,56.2,1.05,ITA,Europe,19.9,125.6743,1
13346,13337,Mongolia,86,0.004225485,53695.48,1156.571,4.031,1.98,NA,11840.85,124.6883,59.26,49.5,0.26, , ,20.6,124.6883,1
14251,14197,Netherlands,86,0.009410235,108603.9,2471.429,18.779,508.544,907.9849,48472.54,121.81,41.67,35.1,1.6,NLD,Europe,20.4,121.81,1
7032,6985,France,86,0.01732422,96000.34,23321.86,19.718,122.578,1724.449,38605.67,120.7986,46.31714,68.2,1.18,FRA,Europe,21.6,120.7986,1
7636,7594,Germany,86,0.02406537,45790.03,5135.714,21.453,237.016,826.651,45229.25,119.6157,59.26,66,1.42,DEU,Europe,22.3,119.6157,1
1150,1185,Austria,86,0.01985956,74207.97,879.5714,19.202,106.749,8015.434,45436.69,116.0257,52.96714,58.5,1.38,AUT,Europe,29,116.0257,0
6876,6817,Finland,86,0.008709358,21331.48,690.2857,21.228,18.136,1132.853,40585.72,112.71,38.43,68.7,1.61,FIN,Europe,22.2,112.71,0
15001,14927,Norway,86,0.005592318,26612.04,578.8571,16.821,14.462,1256.502,64800.06,111.8143,40.08,64.6,1.73,NOR,Europe,23.1,111.8143,0
19517,19468,Sweden,86,0.0131943,105313.7,888.7143,19.985,24.718,1066.265,46949.28,110.62,34.54714,72.1,1.61,SWE,Europe,20.6,110.62,0
21933,21966,United States,86,0.01675806,109135.4,143502.3,15.413,35.608,1518.721,54225.45,110.3129,52.38286,83.5,1.04,USA,North America,36.2,110.3129,0
19668,19700,Switzerland,86,0.01463656,84530.52,2321.143,18.436,214.243,1032.045,57410.17,106.5429,38.65143,67,1.62,CHE,Europe,15.6,106.5429,0
5064,5009,Cuba,86,0.007725828,46219.32,8795,14.738,110.408,NA,NA,105.9829,71.76,35.2,-1.44,CUB,North America,24.6,105.9829,0
7936,7929,Greece,86,0.02459308,51765.39,3187.857,20.396,83.479,1352.481,24574.38,105.9514,62.58714,53.8,0.86,GRC,Europe,24.9,105.9514,0
11993,11981,Lithuania,86,0.01531726,105561.4,566.7143,19.002,45.135,1580.948,29524.26,101.8071,28.21143,55,0.92,LTU,Europe,26.3,101.8071,0
12888,12960,Mauritius,86,0.00364713,4532.809,177.2857,10.945,622.962,NA,20292.74,NA,51.05571,34.9,0.76,MUS,Africa,10.8,99.82,0
21169,21121,Turkey,86,0.008748038,71227.62,20318.29,8.153,104.914,846.5979,25129.34,97.94857,36.96143,52.4,-0.83,TUR,Asia,32.1,97.94857,0
5667,5661,Dominican Republic,86,0.01150176,30823.23,225,6.981,222.873,172.116,14600.86,94.97,58.33,38.3,0.14,DOM,North America,27.6,94.97,0
10205,10126,Japan,86,0.01343978,9270.523,19561.29,27.049,347.778,151.8619,39002.22,94.72,50.46,59.8,1.02,JPN,Asia,4.3,94.72,0
3255,3307,Cambodia,86,0.01970468,5096.803,543.7143,4.412,90.672,NA,3645.07,94.42286,80.56,39.2,-1.22, , ,3.9,94.42286,0
8832,8819,Hungary,86,0.03706748,81306.86,76,18.577,108.043,616.6414,26777.56,NA,27.78,54,0.32,HUN,Europe,26.4,91.815,0
6572,6577,Estonia,86,0.009338173,103311,277.7143,19.452,31.033,1275.191,29481.25,91.2,21.88429,57,1.21,EST,Europe,21.2,91.2,0
16357,16410,Poland,86,0.02609746,72391.73,189.4286,16.763,124.027,515.013,27216.44,88.96,35.93429,55.4,0.72,POL,Europe,23.1,88.96,0
17388,17396,Saudi Arabia,86,0.01561423,14758.76,1027.714,3.295,15.322,736.7877,49045.41,87.96286,52.56143,49.3,-1.64,SAU,Asia,35.4,87.96286,0
5818,5841,Ecuador,86,0.06456593,27502.05,499.1429,7.104,66.939,92.103,10581.94,87.80714,62.56857,50.1,0.03,ECU,South America,19.9,87.80714,0
688,619,Argentina,86,0.02144878,111740.6,7617.571,11.198,16.177,465.9321,18933.91,84.18143,74.59286,58.6,0.57,ARG,South America,28.3,84.18143,0
12444,12430,Malaysia,86,0.008903204,41380.11,20852.14,6.293,96.254,713.0159,26808.16,83.78286,81.34,62.2,-0.08,MYS,Asia,15.6,83.78286,0
18297,18332,Slovenia,86,0.0169569,123336.2,224.2857,19.062,102.619,667.7827,31400.84,83.78,38.71714,67.2,0.99,SVN,Europe,20.2,83.78,0
6119,6101,El Salvador,86,0.03082372,14269.25,286.5714,8.273,307.811,NA,7292.458,82.6,32.41,44.2,0.04,SLV,North America,24.6,82.6,0
17690,17641,Serbia,86,0.009786088,106590.8,1163.714,17.366,80.291,701.8083,14048.88,82.03667,36.11,52.3,NA,SRB,Europe,21.5,82.03667,0
18142,18094,Slovakia,86,0.01613227,137790.8,98.14286,15.07,113.128,7497.912,30155.15,80.14,39.95,47.9,0.88,SVK,Europe,20.5,80.14,0
4915,4946,Croatia,86,0.02257571,91043.32,316.7143,19.724,73.726,589.989,22669.8,78.75833,31.66,53.3,0.5,HRV,Europe,24.4,78.75833,0
2654,2691,Brazil,86,0.02795339,94625.05,29898.43,8.552,25.04,262.3123,14103.45,77.00714,51.39,59.7,0.39,BRA,South America,22.1,77.00714,0
11255,11217,Latvia,86,0.01828681,75720.49,114,19.754,31.212,1705.373,25063.85,75.38429,41.67,62.9,0.81,LVA,Europe,23.6,75.38429,0
19213,19163,Sri Lanka,86,0.01712391,16316.3,3897.143,10.069,341.955,229.9767,11669.08,75.016,79.63,33.9,0.01,LKA,Asia,5.2,75.016,0
13500,13526,Morocco,86,0.01455864,20221.88,8834.429,6.769,80.08,204.4488,7485.013,74.88286,59.26,43.7,-0.66,MAR,Africa,26.1,74.88286,0
4615,4543,Costa Rica,86,0.01215732,83104.76,1686.286,9.468,96.079,305.0863,15525,74.28,54.63,45.1,1.14,CRI,North America,25.7,74.28,0
15604,15652,Panama,86,0.01553304,101558.4,723.8571,7.918,55.133,807.737,22267.04,72.29,67.59,43.7,0.58,PAN,North America,22.7,72.29,0
15153,15201,Oman,86,0.01329656,65581.27,187.1429,2.355,14.98,NA,37960.71,64.5,57.14429,43.1,-1.03,OMN,Asia,27,64.5,0
10806,10793,Kuwait,86,0.005877046,95223,355.5714,2.345,232.128,846.8599,65530.54,62.5,60.28,46.1,-0.59,KWT,Asia,37.9,62.5,0
